Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
Data Architecture School,Classroom,Active,France,Discretionary,Accenture - Classroom,Central,-,Classroom,36.0,2020,12.0,Cross Technology
Data Architecture School,Classroom,Active,Luxembourg,Discretionary,Accenture - Classroom,Central,MS Teams,Virtual,20.0,2022,15.0,Cross Technology
Storytelling : la mise en récit pour transmettre et convaincre,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,7.0,2020,4.0,Cross Accenture
Storytelling : la mise en récit pour transmettre et convaincre,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,7.0,2021,14.0,Cross Accenture
Formation en ligne Trailhead,Classroom,Cancelled,France,Discretionary,Salesforces,Local,Live Meeting,Classroom,37.0,2019,1.0,Cross Accenture
Formation en ligne Trailhead,Classroom,Cancelled,France,Discretionary,Salesforces,Local,MS Teams,Virtual,37.0,2020,2.0,Cross Accenture
RTR_Products Retail Leadership Masterclass – Retail With Purpose,Classroom,Cancelled,France,Discretionary,Accenture - Classroom,Central,-,Classroom,16.0,2020,4.0,Leadership Development
Accelerate Coaching with Leadership Research Institute,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,40.0,2020,6.0,Leadership Development
ServiceNow Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,24.0,2020,36.0,Cloud First
ServiceNow Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,Zoom,Virtual,24.0,2020,36.0,Cloud First
ServiceNow Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,24.0,2021,64.0,Cloud First
ServiceNow Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,24.0,2021,64.0,Cloud First
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,Live Meeting,Classroom,2.5,2019,39.0,Cross Accenture
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,Live Meeting,Classroom,2.5,2019,39.0,Cross Accenture
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,Live Meeting,Classroom,2.5,2020,189.0,Cross Accenture
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,Live Meeting,Classroom,2.5,2020,189.0,Cross Accenture
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,3.5,2021,201.0,Cross Accenture
Rappel des fondamentaux de l'IA et Développement d'un algorithme - Strategy & Consulting,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,3.5,2021,201.0,Cross Accenture
Client Experience Operations Essentials (Previously SDO Essentials),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,9.0,Cross Accenture
Client Experience Operations Essentials (Previously SDO Essentials),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,9.0,Cross Accenture
Client Experience Operations Essentials (Previously SDO Essentials),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,23.0,Cross Accenture
Client Experience Operations Essentials (Previously SDO Essentials),Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,23.0,Cross Accenture
Virtual - Microsoft Security Engineer,Classroom,Cancelled,France,Discretionary,Microsoft,Local,MS Teams,Virtual,40.0,2020,4.0,Security
Accenture Full Stack Academy Angular,Classroom,Active,France,Discretionary,Accenture Central,Central,D2LSelfStudy,Virtual,40.0,2020,5.0,Cross Accenture
Equinox,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,24.0,2021,774.0,Cross Accenture
Digital Factory Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,8.0,2019,20.0,Cross Accenture
Digital Factory Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,55.0,Cross Accenture
Cursus de coach - partie 1 : la posture de coach,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,8.0,2020,9.0,Leadership Development
Cursus de coach - partie 2 : outils et techniques du coach,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,8.0,2020,9.0,Leadership Development
Developing emotional resilience,Classroom,Active,France,Discretionary,ACCENTURE,Local,MS Teams,Virtual,3.0,2021,4.0,Cross Accenture
Developing emotional resilience,Classroom,Active,France,Discretionary,ACCENTURE,Local,MS Teams,Virtual,3.0,2021,4.0,Cross Accenture
Ecosystem Market Development: In Shape to Originate,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,4.0,2020,2.0,Cross Accenture
Sap Concur Training - CIP,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,-,Classroom,24.0,2020,14.0,IPS
PASS RECRUTEMENT 3 : Entraînement à l’entretien de recrutement,Classroom,Cancelled,France,Discretionary,Gereso,Local,Live Meeting,Classroom,7.0,2019,81.0,Cross Accenture
PASS RECRUTEMENT 3 : Entraînement à l’entretien de recrutement,Classroom,Cancelled,France,Discretionary,Gereso,Local,Live Meeting,Classroom,7.0,2020,249.0,Cross Accenture
Intégrer l'IA dans l'entreprise,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,4.5,2021,54.0,Cross Accenture
Intégrer l'IA dans l'entreprise,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,4.5,2021,54.0,Cross Accenture
Intégrer l'IA dans l'entreprise,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,4.5,2022,132.0,Cross Accenture
Intégrer l'IA dans l'entreprise,Classroom,Active,France,Discretionary,IA ACADEMIE,Local,MS Teams,Virtual,4.5,2022,132.0,Cross Accenture
Advanced Excel for Resources – Module 2,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,1.5,2019,4.0,Cross Accenture
Advanced Excel for Resources – Module 2,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,1.5,2020,5.0,Cross Accenture
Innovation with Purpose,Classroom,Cancelled,France,Discretionary,MYSEZAME,Local,-,Classroom,8.0,2020,28.0,Cross Accenture
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,155.0,Delivery
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,155.0,Delivery
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2021,255.0,Delivery
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2021,255.0,Delivery
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,9.0,2022,280.0,Delivery
Focus on Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,9.0,2022,280.0,Delivery
AWS CLOUD PRACTITIONER ESSENTIALS by Gekko,Classroom,Active,France,Discretionary,GEKKO,Local,MS Teams,Virtual,7.0,2021,35.0,Cloud First
AWS CLOUD PRACTITIONER ESSENTIALS by Gekko,Classroom,Active,France,Discretionary,GEKKO,Local,MS Teams,Virtual,7.0,2021,35.0,Cloud First
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,-,Classroom,16.0,2019,30.0,Cross Technology
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,-,Classroom,16.0,2019,30.0,Delivery
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,60.0,Cross Technology
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,60.0,Delivery
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2021,70.0,Cross Technology
Architecture de projet,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2021,70.0,Delivery
Fondamentaux de la Data Science,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,21.0,2021,5.0,Cross Accenture
SC&O Immersion Sessions,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,9.0,2021,36.0,Cross Accenture
SC&O Immersion Sessions,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,9.0,2021,36.0,Cross Accenture
Greater China People Leads (Career Counselors) FY21 Training,Classroom,Cancelled,France,Discretionary,Accenture local,Local,MS Teams,Virtual,1.0,2020,2.0,Cross Accenture
GTW: Microsoft Forms - More Features (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,110.0,Cross Technology
GTW: Microsoft Forms - More Features (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,110.0,Cross Technology
GTW: Microsoft Forms - More Features (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,145.0,Cross Technology
GTW: Microsoft Forms - More Features (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,145.0,Cross Technology
Risk Management and Quality Essentials for Executives,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.5,2021,10.0,Delivery
Risk Management and Quality Essentials for Executives,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.5,2021,10.0,Delivery
Développeurs et développeuses Web : produire un code accessible avec le RGAA,Classroom,Cancelled,France,Discretionary,Koena,Local,Live Meeting,Classroom,21.0,2019,6.0,Cross Accenture
Développeurs et développeuses Web : produire un code accessible avec le RGAA,Classroom,Cancelled,France,Discretionary,Koena,Local,Live Meeting,Classroom,21.0,2020,16.0,Cross Accenture
VIRTUAL - AlgoSec FireFlow Expert,Classroom,Cancelled,France,Discretionary,Algosec,Local,MS Teams,Virtual,8.0,2020,4.0,Cross Accenture
Gallia - Living Systems Inspiration Week,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,10.0,2021,195.0,Cross Accenture
Gallia - Living Systems Inspiration Week,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,10.0,2021,195.0,Cross Accenture
Business modelling : identifier un modèle d’affaire innovant,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,7.0,2021,15.0,Cross Accenture
C-Suite Confidence Masterclass,Classroom,Active,France,Discretionary,SHM,Central,MS Teams,Virtual,9.0,2021,35.0,Cross Accenture
C-Suite Confidence Masterclass,Classroom,Active,France,Discretionary,SHM,Central,MS Teams,Virtual,9.0,2021,35.0,Cross Accenture
Lean Startup en entreprise,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,14.0,2021,9.0,Cross Accenture
Health Masterclass,Classroom,Active,France,Discretionary,SHM,Central,MS Teams,Virtual,15.0,2021,6.0,Cross Accenture
Health Masterclass,Classroom,Active,France,Discretionary,SHM,Central,MS Teams,Virtual,15.0,2021,6.0,Cross Accenture
Powerpoint basics - Strategy & Consulting only,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,27.0,Cross Accenture
Know How With CIO: Work With Us Workshop,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,45.0,Cross Accenture
Know How With CIO: Work With Us Workshop,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,45.0,Cross Accenture
VIRTUAL: IX.0 Formation de Formateurs,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,7.0,2020,8.0,Cross Accenture
P&A PowerBI Training - Basic,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.5,2021,2.0,Cross Accenture
P&A PowerBI Training - Basic,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.5,2021,2.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,138.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,138.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,9.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,9.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,165.0,Cross Accenture
Initiation à la Data Visualisation avec Power BI,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,165.0,Cross Accenture
VIRTUAL: Codev: profiter de ce déconfinement pour se réinventer,Classroom,Cancelled,France,Discretionary,Be & Lead,Local,MS Teams,Virtual,3.0,2020,11.0,Cross Accenture
SailPoint - IdentityNow Advanced Configurations,Classroom,Active,France,Discretionary,SailPoint Technologies,Central,MS Teams,Virtual,16.0,2020,2.0,Cross Accenture
SailPoint - IdentityNow Advanced Configurations,Classroom,Active,France,Discretionary,SailPoint Technologies,Central,MS Teams,Virtual,16.0,2020,2.0,Cross Accenture
SailPoint - IdentityNow Advanced Configurations,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,20.0,Cross Accenture
SailPoint - IdentityNow Advanced Configurations,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,20.0,Cross Accenture
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,81.0,IPS
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,81.0,IPS
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,131.0,IPS
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,131.0,IPS
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,149.0,IPS
VIRTUAL SAP Fiori for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2022,149.0,IPS
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2020,20.0,Sales
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2020,20.0,Sales
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2021,125.0,Sales
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2021,125.0,Sales
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2022,160.0,Sales
Pricing Awareness: Understanding Accenture's Pricing Strategy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.5,2022,160.0,Sales
Risk Management and Quality Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.5,2020,50.0,Delivery
Risk Management and Quality Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.5,2020,50.0,Delivery
Risk Management and Quality Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,6.0,2021,172.0,Delivery
Risk Management and Quality Essentials,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,6.0,2021,172.0,Delivery
Facilitation graphique à distance,Classroom,Active,France,Discretionary,The CAMP,Local,MS Teams,Virtual,12.0,2021,6.0,Cross Accenture
Facilitation graphique à distance,Classroom,Active,France,Discretionary,The CAMP,Local,MS Teams,Virtual,12.0,2021,6.0,Cross Accenture
Facilitation graphique à distance,Classroom,Active,France,Discretionary,The CAMP,Local,MS Teams,Virtual,12.0,2022,11.0,Cross Accenture
Facilitation graphique à distance,Classroom,Active,France,Discretionary,The CAMP,Local,MS Teams,Virtual,12.0,2022,11.0,Cross Accenture
GTW: Microsoft Teams - Breakout Rooms (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,285.0,Cross Technology
GTW: Microsoft Teams - Breakout Rooms (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,285.0,Cross Technology
GTW: Microsoft Teams - Breakout Rooms (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2022,290.0,Cross Technology
GTW: Microsoft Teams - Breakout Rooms (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2022,290.0,Cross Technology
Hemispheres (Accenture Strategy + Fjord) Immersion Session,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,14.0,2020,20.0,Sales
Agile for Leadership,Classroom,Active,France,Discretionary,Accenture Internal,Local,MS Teams,Virtual,6.0,2021,24.0,Core Curriculum
Agile for Leadership,Classroom,Active,France,Discretionary,Accenture Internal,Local,MS Teams,Virtual,6.0,2021,24.0,Core Curriculum
Bootcamp Ariba P2P,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,22.0,Cross Accenture
RTR_Test Architect School (Local),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,10.0,IPS
RTR_Test Architect School (Local),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2021,10.0,IPS
Bootcamp DDMRP,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,20.0,Cross Accenture
Bootcamp DDMRP,Classroom,Active,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,20.0,Cross Accenture
Bootcamp DDMRP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2021,28.0,Cross Accenture
Bootcamp DDMRP,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2021,28.0,Cross Accenture
Forescout SilentDefense Administrator (FSDA) Certification Training - Virtual,Classroom,Active,France,Discretionary,Forescout,Local,MS Teams,Virtual,24.0,2020,4.0,Cross Accenture
Awareness Celonis,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,18.0,Cross Accenture
Awareness Celonis,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,18.0,Cross Accenture
Awareness Celonis,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,29.0,Cross Accenture
Awareness Celonis,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2021,29.0,Cross Accenture
Accenture Interactive Leadership Essentials: QA & Delivery Lessons from the Field,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,3.5,2020,4.0,Delivery
Accenture Interactive Leadership Essentials: QA & Delivery Lessons from the Field,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,3.5,2022,10.0,Delivery
Accenture Interactive Leadership Essentials: QA & Delivery Lessons from the Field,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,MS Teams,Virtual,3.5,2021,5.0,Delivery
Certification Ariba P2P,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2020,12.0,Cross Accenture
Bootcamp New Joiners SCM,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,22.0,Cross Accenture
Bootcamp New Joiners SCM,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,22.0,Cross Accenture
Bootcamp New Joiners SCM,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2022,30.0,Cross Accenture
Bootcamp New Joiners SCM,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2022,30.0,Cross Accenture
Bootcamp SAP PM,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,35.0,2020,12.0,IPS
Certification SAP C4,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,16.0,2020,11.0,IPS
Certification SAP C4,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,16.0,2019,6.0,IPS
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2019,90.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2019,90.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2020,543.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2020,543.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2021,714.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2021,714.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2022,834.0,Cross Accenture
PASS RECRUTEMENT 2 : les best practices d'un entretien de recrutement (Webinaire),Classroom,Active,France,Discretionary,Gereso,Local,MS Teams,Virtual,1.0,2022,834.0,Cross Accenture
Rockwell MES Training,Classroom,Cancelled,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,12.0,2020,3.0,Cross Accenture
NEW SAP Roadmap Delivery Lead Fundamentals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,4.0,2019,18.0,IPS
NEW SAP Roadmap Delivery Lead Fundamentals,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,4.0,2020,38.0,IPS
Docker Fundamentals,Classroom,Active,France,Discretionary,Global Knowledge,Central,MS Teams,Virtual,16.0,2020,6.0,Cross Accenture
Virtual - Aptos overview,Classroom,Cancelled,France,Discretionary,Aptos,Local,MS Teams,Virtual,2.0,2020,13.0,Cross Accenture
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,1.0,2021,825.0,Sustainability
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,1.0,2021,825.0,Sustainability
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,1.0,2021,825.0,Sustainability
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,4.0,2022,895.0,Sustainability
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,4.0,2022,895.0,Sustainability
L’entreprise vers sa transition bas carbone,Classroom,Active,France,Discretionary,Couleur du web,Local,MS Teams,Virtual,4.0,2022,895.0,Sustainability
APP Pre-sales basics: How to plan an effective demo,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,11.0,2021,1.0,Sales
APP Pre-sales basics: How to plan an effective demo,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,11.0,2021,1.0,Sales
GTW: Power Automate - Creating Workflows for SharePoint (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,60.0,Cross Technology
GTW: Power Automate - Creating Workflows for SharePoint (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,60.0,Cross Technology
VIRTUAL - Agile Leadership,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2020,12.0,Core Curriculum
Nordic Sales Masterclasses,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,1.0,Sales
Nordic Sales Masterclasses,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2021,1.0,Sales
VIRTUAL - A&D : FORM – Value Creation,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,0.7,2020,32.0,Cross Accenture
VIRTUAL - A&D : _FORM_ Fundamentals: Basics to get started,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,22.0,Cross Accenture
VIRTUAL - A&D : _FORM_ Fundamentals: Basics to get started,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,22.0,Cross Accenture
VIRTUAL - A&D : _FORM_ Fundamentals: Basics to get started,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.5,2021,27.0,Cross Accenture
VIRTUAL - A&D : _FORM_ Fundamentals: Basics to get started,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.5,2021,27.0,Cross Accenture
VIRTUAL: SAP Analytics Cloud,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,14.5,2021,15.0,Cloud First
VIRTUAL: SAP Analytics Cloud,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,14.5,2021,15.0,Cloud First
"Apache Camel, mise en oeuvre",Classroom,Cancelled,France,Discretionary,ORSYS,Local,MS Teams,Virtual,24.0,2020,10.0,Cross Accenture
AFFIRMATION DE SOI ET GESTION DES EMOTIONS,Classroom,Cancelled,France,Discretionary,CMGA,Local,Live Meeting,Classroom,8.0,2019,45.0,Cross Accenture
AFFIRMATION DE SOI ET GESTION DES EMOTIONS,Classroom,Cancelled,France,Discretionary,CMGA,Local,Live Meeting,Classroom,8.0,2020,100.0,Cross Accenture
Virtual - A&D : APQP - Statistical Process Control & Measurement System Analysis,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,13.0,Cross Accenture
VIRYUAL: IM Learning Module 3 : DRY-RUN,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,24.0,2020,16.0,Cross Accenture
Virtual - A&D : APQP - Key Caracteristic & Control plan,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,10.0,Cross Accenture
