Course Name,Course Type,Course Status,Country/Territory,Priority,Training Provider,Managed Type,Delivery Tool Platform,Display Course Type,Course Hours,Year,Participants,Main Domain
ServiceNow Project Portfolio Management Fundamentals,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,9.0,Cloud First
ServiceNow Project Portfolio Management Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,3.0,Cloud First
ServiceNow Project Portfolio Management Fundamentals,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2020,3.0,Cloud First
Développer un service Web accessible,Classroom,Active,France,Discretionary,OCTO,Local,MS Teams,Virtual,35.0,2021,3.0,Cross Accenture
TOGAF® Business Architecture – Level 1,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,8.0,2020,10.0,Cross Technology
TOGAF® Business Architecture – Level 1,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,Live Meeting,Classroom,8.0,2020,10.0,Cross Technology
TOGAF® Business Architecture – Level 1,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,17.0,Cross Technology
TOGAF® Business Architecture – Level 1,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,17.0,Cross Technology
GTW AMR: Excel - An Introduction to Logic Functions (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,92.0,Cross Technology
GTW APAC: Excel - An Introduction to Logic Functions (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,56.0,Cross Technology
Travel Industry Virtual Masterclass,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,15.0,2021,18.0,Industry/Fonction
Travel Industry Virtual Masterclass,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,15.0,2021,18.0,Industry/Fonction
SAP Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,52.0,IPS
SAP Delivery Excellence,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,52.0,IPS
Automation Process Architect Training,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,16.0,2020,20.0,Cross Technology
SAP FIORI extensibility for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,3.0,2021,22.0,IPS
SAP FIORI extensibility for functionals,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,3.0,2021,22.0,IPS
Virtual - Piloter SAP par macro Excel pour les fonctionnels,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,8.0,IPS
Innovation Certification - CGS,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2021,8.0,Cross Accenture
Innovation Certification - CGS,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2021,8.0,Cross Accenture
VIRTUAL - Microsoft Dynamics Business Central,Classroom,Active,France,Discretionary,COSMO CONSULT SAS,Local,MS Teams,Virtual,21.0,2021,4.0,Cross Accenture
VIRTUAL - Microsoft Dynamics Business Central,Classroom,Active,France,Discretionary,COSMO CONSULT SAS,Local,MS Teams,Virtual,21.0,2021,4.0,Cross Accenture
Formation de formateur,Classroom,Active,France,Discretionary,SPARKS,Local,MS Teams,Virtual,14.0,2021,7.0,Cross Accenture
Module 1 - Introduction and acculturation to data,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,45.0,Cross Accenture
Cloud Delivery Fundamentals - Now & Next,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,13.0,Cloud First
Cloud Delivery Fundamentals - Now & Next,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,13.0,Cloud First
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,24.0,2020,6.0,Leadership Development
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,-,Classroom,24.0,2020,6.0,Cross Accenture
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,14.0,2021,10.0,Leadership Development
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,14.0,2021,10.0,Cross Accenture
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,14.0,2022,20.0,Leadership Development
Value Lead School,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,14.0,2022,20.0,Cross Accenture
VIRTUAL: Développer les pratiques de Scrum,Classroom,Cancelled,France,Discretionary,OCTO,Local,MS Teams,Virtual,14.0,2020,11.0,Core Curriculum
VIRTUAL: Développer les pratiques de Scrum,Classroom,Cancelled,France,Discretionary,OCTO,Local,MS Teams,Virtual,14.0,2021,15.0,Core Curriculum
Global New Joiner Experience,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Global New Joiner Experience,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2021,1.0,Cross Accenture
Global New Joiner Experience,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2022,357.0,Cross Accenture
Global New Joiner Experience,Classroom,Active,Netherlands,Discretionary,Accenture Central,Central,MS Teams,Virtual,16.0,2022,357.0,Cross Accenture
Delivery Lead Practitioner's Workshop,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,18.0,2021,275.0,Delivery
Delivery Lead Practitioner's Workshop,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,18.0,2021,275.0,Delivery
​GTW EMEA: Microsoft Teams - Private Channels (CIO Technology Bytesize Workshop),Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,0.5,2020,52.0,Cross Technology
​GTW AMR: Microsoft Teams - Private Channels (CIO Technology Bytesize Workshop),Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,0.5,2020,16.0,Cross Technology
Virtual: Azure fundamentals,Classroom,Cancelled,France,Discretionary,OCTO,Local,MS Teams,Virtual,14.0,2020,1.0,Cloud First
VIRTUAL: Sensibilisation impact bilan carbone,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,1.0,2020,284.0,Sustainability
VIRTUAL: Sensibilisation impact bilan carbone,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,1.0,2020,284.0,Sustainability
VIRTUAL: Sensibilisation impact bilan carbone,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,1.0,2021,313.0,Sustainability
VIRTUAL: Sensibilisation impact bilan carbone,Classroom,Active,France,Discretionary,OCTO Technology,Local,MS Teams,Virtual,1.0,2021,313.0,Sustainability
Sensibilisation à SAP-PLM,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,4.0,2020,22.0,IPS
ACE Academy,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,54.0,Cross Accenture
ACE Academy,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,54.0,Cross Accenture
ACE Academy,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,102.0,Cross Accenture
ACE Academy,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,102.0,Cross Accenture
Accenture Led - HCM Applied Concepts,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,64.0,2021,2.0,Cross Accenture
Accenture Led - HCM Applied Concepts,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,64.0,2021,2.0,Cross Accenture
Accenture Led - HCM Essential Concepts,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,32.0,2021,2.0,Cross Accenture
Accenture Led - HCM Essential Concepts,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,32.0,2021,2.0,Cross Accenture
Talentsoft,Classroom,Active,France,Discretionary,TalentSoft,Local,MS Teams,Virtual,9.0,2021,58.0,Cross Accenture
Talentsoft,Classroom,Active,France,Discretionary,TalentSoft,Local,MS Teams,Virtual,9.0,2021,58.0,Cross Accenture
Talentsoft,Classroom,Active,France,Discretionary,TalentSoft,Local,MS Teams,Virtual,9.0,2022,64.0,Cross Accenture
Talentsoft,Classroom,Active,France,Discretionary,TalentSoft,Local,MS Teams,Virtual,9.0,2022,64.0,Cross Accenture
VIRTUAL: Boostez vos présentations à l'oral,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,3.0,2021,8.0,Cross Accenture
VIRTUAL: Boostez vos présentations à l'oral,Classroom,Active,France,Discretionary,Ifoyaka,Local,MS Teams,Virtual,3.0,2021,8.0,Cross Accenture
Ateliers d'agilité relationnelle - Senior Manager FS only,Classroom,Cancelled,France,Discretionary,Acto6,Local,Live Meeting,Classroom,20.0,2020,30.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2020,68.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2020,68.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2021,129.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,18.0,2021,129.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,14.0,2022,156.0,Core Curriculum
REMOTE - SAFe ScrumMaster 5.0 avec certification,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,14.0,2022,156.0,Core Curriculum
3DEXP University - ENOVIA Core Apps Essentials,Classroom,Cancelled,France,Discretionary,DASSAULT,Local,MS Teams,Virtual,71.0,2022,2.0,Core Curriculum
3DEXP University - DELMIA Brand essentials,Classroom,Cancelled,France,Discretionary,DASSAULT,Local,MS Teams,Virtual,8.0,2022,2.0,Cross Accenture
Préparation à l'habilitation électrique basse tension B0 Environnement aéronautique,Classroom,Cancelled,France,Discretionary,EXPLEO France,Local,Live Meeting,Classroom,8.0,2020,5.0,Sustainability
ZBT Unplugged,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,76.0,Cross Accenture
ZBT Unplugged,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,76.0,Cross Accenture
ZBT Unplugged,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2022,96.0,Cross Accenture
ZBT Unplugged,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2022,96.0,Cross Accenture
Ateliers d'agilité relationnelle - Manager FS only,Classroom,Cancelled,France,Discretionary,Acto6,Local,-,Classroom,20.0,2020,27.0,Core Curriculum
Driving Value Through Storytelling with Data,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,15.0,2021,24.0,Cross Accenture
Driving Value Through Storytelling with Data,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,15.0,2021,24.0,Cross Accenture
1:1 Certified Coaching - BetterUp,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2020,31.0,Leadership Development
Zero Based Mindset – ZBx Basics (Replay),Virtual,Active,France,Discretionary,Accenture Central,Central,-,Virtual,1.0,2020,6.0,Cross Accenture
SAP Analytics Cloud Advanced European Training,Classroom,Cancelled,France,Discretionary,SAP,Central,-,Classroom,24.0,2020,7.0,Cloud First
Life Sciences Global DNA Week FY19,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,-,Virtual,1.0,2020,33.0,Cross Accenture
AABG AWS Game Day,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2020,14.0,Cloud First
AABG AWS Game Day,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2020,14.0,Cloud First
AABG AWS Game Day,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,42.0,Cloud First
AABG AWS Game Day,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,8.0,2021,42.0,Cloud First
M&A Essentials – Due-diligence for S&C,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,30.0,Cross Accenture
MD Momentum - June 2021,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,15.0,Leadership Development
MD Momentum - June 2021,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,1.0,2021,15.0,Leadership Development
Elite Delivery Lead - Leading A Mega Transformation,Classroom,Cancelled,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,15.0,Delivery
Elite Delivery Lead - Leading A Mega Transformation,Classroom,Cancelled,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,4.0,2021,15.0,Delivery
Reimagine,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,10.0,2021,1582.0,Cross Accenture
Reimagine,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,10.0,2021,1582.0,Cross Accenture
Operations Virtual Sales Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2020,68.0,Sales
Operations Virtual Sales Academy,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,8.0,2021,116.0,Sales
MODULE 3 : 3DX OnePlatform Architecture and Parametrisation for Airbus,Classroom,Active,France,Discretionary,3DEXPERIENCE ACADEMY,Local,MS Teams,Virtual,28.0,2022,1.0,Cross Technology
MODULE 3 : 3DX OnePlatform Architecture and Parametrisation for Airbus,Classroom,Active,France,Discretionary,3DEXPERIENCE ACADEMY,Local,MS Teams,Virtual,28.0,2022,1.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,392.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,392.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2022,416.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2022,416.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,412.0,Cross Technology
GTW: Microsoft Teams Live Events - An Overview (CIO Technology Workshop),Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2021,412.0,Cross Technology
AI Deep Dive Webinar,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2019,48.0,Cross Accenture
AI Deep Dive Webinar,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.5,2020,400.0,Cross Accenture
"VIRTUAL - A&D Academy : AOS Module 2 1/4 : Poly/Poly, MCR & 5S",Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,2.0,2020,7.0,Cross Accenture
Microsoft Immesion Series- Data & AI,Classroom,Cancelled,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2020,20.0,Cross Technology
Microsoft Immesion Series- Data & AI,Classroom,Cancelled,Netherlands,Discretionary,Accenture Local,Local,MS Teams,Virtual,1.0,2019,4.0,Cross Technology
HR Operating Model: Talent Planning & Operations,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,5.0,2021,12.0,Cross Accenture
HR Operating Model: Talent Planning & Operations,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,5.0,2021,12.0,Cross Accenture
Talent Scout Launch,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,5.0,2021,3.0,Cross Accenture
Talent Scout Launch,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,5.0,2021,3.0,Cross Accenture
Les fondamentaux du digital learning,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,6.0,2021,22.0,Sustainability
Les fondamentaux du digital learning,Classroom,Active,France,Discretionary,Accenture Local,Local,MS Teams,Virtual,6.0,2021,22.0,Cross Accenture
HR Partner Launch,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.5,2021,78.0,Cross Accenture
HR Partner Launch,Classroom,Active,France,Discretionary,Accenture Central,Central,MS Teams,Virtual,2.5,2021,78.0,Cross Accenture
Virtual - La raison d'être face à l'incertitude,Classroom,Cancelled,France,Discretionary,Mouvement Up,Local,MS Teams,Virtual,1.0,2020,31.0,Cross Accenture
